China,Trump,StayHome,Vaccine,Ventilator,ICU,Flight,Isolation,SARS
0.010728836059570312,0.037550926208496094,-0.06437301635742188,0.03159046173095703,-0.044405460357666016,-0.03933906555175781,0.1868605613708496,0.06318092346191406,0.10967254638671875
