Trump,StayHome,Vaccine,Ventilator,ICU,Flight,Isolation,Border,SARS
0.12069940567016602,-0.002384185791015625,0.14990568161010742,0.06437301635742188,0.02205371856689453,0.025331974029541016,0.10699033737182617,0.0673532485961914,0.0095367431640625
