China,Trump,StayHome,Vaccine,Ventilator,ICU,Flight,Isolation,Border
0.0029802322387695312,0.06645917892456055,0.12218952178955078,-0.02205371856689453,-0.05513429641723633,-0.008046627044677734,0.05543231964111328,0.0756978988647461,0.10073184967041016
