China,Trump,StayHome,Ventilator,ICU,Flight,Isolation,Border,SARS
0.02950429916381836,-0.057816505432128906,-0.0661611557006836,0.053942203521728516,0.05811452865600586,0.030994415283203125,-0.01430511474609375,0.0673532485961914,0.01341104507446289
