China,Trump,StayHome,Vaccine,ICU,Flight,Isolation,Border,SARS
0.026524066925048828,-0.05900859832763672,-0.007748603820800781,0.03814697265625,0.03427267074584961,0.05990266799926758,0.0,-0.03904104232788086,0.050961971282958984
