China,Trump,StayHome,Vaccine,Ventilator,ICU,Isolation,Border,SARS
-0.004470348358154297,0.03039836883544922,-0.028014183044433594,0.03516674041748047,0.0947713851928711,-0.013709068298339844,0.1055002212524414,0.13202428817749023,-0.022649765014648438
