China,StayHome,Vaccine,Ventilator,ICU,Flight,Isolation,Border,SARS
0.08434057235717773,-0.03337860107421875,0.0476837158203125,0.011622905731201172,0.027120113372802734,0.04082918167114258,0.047087669372558594,0.08016824722290039,0.11175870895385742
