China,Trump,StayHome,Vaccine,Ventilator,ICU,Flight,Border,SARS
0.015497207641601562,0.00476837158203125,0.030100345611572266,0.014007091522216797,0.035762786865234375,-0.01430511474609375,0.10371208190917969,0.06347894668579102,0.06467103958129883
