China,Trump,StayHome,Vaccine,Ventilator,Flight,Isolation,Border,SARS
-0.01385807991027832,-0.002682209014892578,-7.450580596923828e-05,-0.019371509552001953,0.003948807716369629,0.005066394805908203,-0.04298985004425049,0.007748603820800781,-0.01169741153717041
