China,Trump,Vaccine,Ventilator,ICU,Flight,Isolation,Border,SARS
-0.043511390686035156,-0.17702579498291016,-0.12099742889404297,0.08702278137207031,0.05602836608886719,-0.02294778823852539,0.11295080184936523,-0.19222497940063477,0.4544854164123535
